4.2012086	-1114.0247
711.77844	216.50455
-277.38077	533.59595
-487.69803	-1341.873
590.42786	-156.5987
-16.193712	580.95
-413.30905	-823.33105
44.793785	-586.0124
347.74567	-183.98022
10.319642	38.996613
-482.9479	-92.0329
-273.69974	-428.01596
-121.627815	-484.24255
248.1704	105.00154
-393.64426	161.49768
-227.5994	-439.5527
164.02045	-351.05844
398.78433	-118.28109
36.28301	161.77666
-419.628	-552.855
-29.788858	-266.8063
167.9514	-122.201164
-371.17816	23.144897
-24.893253	-282.47232
-22.188562	-237.86351
-216.73238	-647.0354
351.83847	-563.8767
49.27208	214.84372
-238.3637	-136.13953
-229.1758	-745.82117
-13.611029	-419.96704
195.56973	-275.65555
-97.73984	204.29193
-533.7852	-282.96368
54.312916	-509.50082
246.36404	-503.87247
63.594856	-220.95767
-114.03793	124.178185
-318.6993	-236.50836
-131.50607	-671.78406
307.85773	-315.10974
88.96577	-21.785517
-426.44513	-177.4547
-140.76268	-415.29156
273.06094	-831.7045
364.21756	281.1086
135.88966	251.80727
-457.23773	-83.49695
-972.8556	17.88276
880.24817	177.36858
99.78341	251.51785
110.88025	-220.04457
-233.27597	-120.598564
-40.51514	-45.07353
93.48637	-418.1449
-24.014786	-20.079153
65.21444	-117.47697
-165.11246	-209.40205
-16.571693	-450.52585
178.7468	-206.50252
-275.31433	268.6032
282.58472	-136.66716
73.85095	-260.2799
-45.087296	-4.6461716
-36.915306	-198.73982
294.61627	-351.33414
187.34819	-40.927723
-388.10037	-263.8985
-22.171211	-324.33734
215.62271	-493.32828
175.38225	-269.80267
84.07967	-105.56439
27.525072	-279.10593
-436.64206	-285.40662
90.44592	-457.34412
297.628	25.582256
-57.194687	9.712706
-411.61935	-328.79187
-29.50108	-264.79596
243.70062	-541.1625
314.14075	145.2066
-60.586998	158.03458
-207.98383	-318.6671
-63.82925	-661.42755
377.23193	-84.09439
397.66135	157.03424
-357.84186	-84.2776
-296.50458	-473.49893
377.09363	-491.0899
252.66241	-137.41234
-29.378078	275.23718
-157.24706	-183.19197
-107.17666	-547.36505
304.57883	-161.2897
235.26535	-40.55355
-63.855793	127.466225
-257.8528	386.10794
981.8972	-1115.7635
274.22516	-258.429
-127.09144	-178.43729
25.255417	-480.82642
96.71796	-234.1574
-120.17684	-435.2918
102.292076	-280.63016
93.509865	39.653915
-201.71925	-216.29527
-156.0808	-543.32556
357.18237	-344.12097
219.92009	171.49026
12.494047	-493.233
-368.1055	-535.9288
115.78818	-412.12268
285.93915	-334.2414
-93.68315	82.7734
-436.42252	-176.82793
-152.38698	-667.8928
379.56116	-468.54984
-87.20464	69.3051
-230.34474	-87.03611
-251.32951	-540.62
161.06865	-333.43243
99.67435	210.8883
-53.17457	-286.22168
79.56747	-215.50772
-153.58476	-388.34146
1.4947903	-369.11505
394.13055	103.181656
-8.549329	-103.682816
-292.915	-229.64458
-114.74016	-665.93646
504.39145	-360.43335
415.47894	345.67474
-163.94856	-492.11526
-473.6382	-991.0629
146.9654	-364.5794
289.52744	-137.19348
-160.06711	68.3838
